Category,Subcategory,Journal,Journal_cleaned,Subcategory_cleaned,Category_cleaned
"Business, Economics & Management",Game Theory and Decision Science,Journal of Behavioral Decision Making,journalofbehavioraldecisionmaking,gametheoryanddecisionscience,businesseconomicsmanagement
"Business, Economics & Management",Game Theory and Decision Science,Dynamic Games and Applications,dynamicgamesandapplications,gametheoryanddecisionscience,businesseconomicsmanagement
"Business, Economics & Management",Game Theory and Decision Science,Workshop on Internet and Network Economics,workshoponinternetandnetworkeconomics,gametheoryanddecisionscience,businesseconomicsmanagement
"Business, Economics & Management",Game Theory and Decision Science,Social Choice and Welfare,socialchoiceandwelfare,gametheoryanddecisionscience,businesseconomicsmanagement
"Business, Economics & Management",Game Theory and Decision Science,Journal of Multi‐Criteria Decision Analysis,journalofmulticriteriadecisionanalysis,gametheoryanddecisionscience,businesseconomicsmanagement
"Business, Economics & Management",Game Theory and Decision Science,Decision,decision,gametheoryanddecisionscience,businesseconomicsmanagement
"Business, Economics & Management",Game Theory and Decision Science,Conference on the Decision and Game Theory for Security (GameSec),conferenceonthedecisionandgametheoryforsecuritygamesec,gametheoryanddecisionscience,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Journal of Management,journalofmanagement,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,The International Journal of Human Resource Management,theinternationaljournalofhumanresourcemanagement,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Journal of Knowledge Management,journalofknowledgemanagement,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Academy of Management Journal,academyofmanagementjournal,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Journal of Vocational Behavior,journalofvocationalbehavior,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Journal of Management Studies,journalofmanagementstudies,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Academy of Management Review,academyofmanagementreview,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Human Resource Management Review,humanresourcemanagementreview,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,International Journal of Project Management,internationaljournalofprojectmanagement,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Human Relations,humanrelations,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Journal of Organizational Behavior,journaloforganizationalbehavior,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Organization Studies,organizationstudies,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Personnel Review,personnelreview,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,The Leadership Quarterly,theleadershipquarterly,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Journal of Human Resources,journalofhumanresources,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,International Journal of Productivity and Performance Management,internationaljournalofproductivityandperformancemanagement,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Organization Science,organizationscience,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Academy of Management Annals,academyofmanagementannals,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Leadership and Organization Development Journal,leadershipandorganizationdevelopmentjournal,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",Human Resources & Organizations,Administrative Science Quarterly,administrativesciencequarterly,humanresourcesorganizations,businesseconomicsmanagement
"Business, Economics & Management",International Business,International Review of Financial Analysis,internationalreviewoffinancialanalysis,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,The International Journal of Human Resource Management,theinternationaljournalofhumanresourcemanagement,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Research in International Business and Finance,researchininternationalbusinessandfinance,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Journal of International Business Studies,journalofinternationalbusinessstudies,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,International Business Review,internationalbusinessreview,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Journal of World Business,journalofworldbusiness,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Emerging Markets Finance and Trade,emergingmarketsfinanceandtrade,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Pacific-Basin Finance Journal,pacificbasinfinancejournal,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Journal of International Financial Markets Institutions and Money,journalofinternationalfinancialmarketsinstitutionsandmoney,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,International Journal of Emerging Markets,internationaljournalofemergingmarkets,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Borsa Istanbul Review,borsaistanbulreview,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Cogent Economics & Finance,cogenteconomicsfinance,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Journal of Islamic Accounting and Business Research,journalofislamicaccountingandbusinessresearch,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Emerging Markets Review,emergingmarketsreview,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,International Marketing Review,internationalmarketingreview,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Journal of International Management,journalofinternationalmanagement,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Asia Pacific Journal of Management,asiapacificjournalofmanagement,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,Global Finance Journal,globalfinancejournal,internationalbusiness,businesseconomicsmanagement
"Business, Economics & Management",International Business,International Journal of Islamic and Middle Eastern Finance and Management,internationaljournalofislamicandmiddleeasternfinanceandmanagement,internationalbusiness,businesseconomicsmanagement
